tgl_hari_krj,musim_hari,hari_kerja,jml_musim_hari,tgl_hari_jam,musim_jam,jam,jml_musim_jam
,,,,2011-07-13,Fall,10.0,188.0
,,,,2011-07-14,Fall,10.0,188.0
,,,,2011-07-15,Fall,10.0,188.0
,,,,2011-07-16,Fall,10.0,188.0
,,,,2011-07-17,Fall,10.0,188.0
,,,,2011-07-18,Fall,10.0,188.0
,,,,2011-07-19,Fall,10.0,188.0
,,,,2011-07-20,Fall,10.0,188.0
,,,,2011-07-21,Fall,10.0,188.0
,,,,2011-07-22,Fall,10.0,188.0
,,,,2011-07-23,Fall,10.0,188.0
,,,,2011-07-24,Fall,10.0,188.0
,,,,2011-07-25,Fall,10.0,188.0
,,,,2011-07-26,Fall,10.0,188.0
,,,,2011-07-27,Fall,10.0,188.0
,,,,2011-07-28,Fall,10.0,188.0
,,,,2011-07-29,Fall,10.0,188.0
,,,,2011-07-30,Fall,10.0,188.0
,,,,2011-07-31,Fall,10.0,188.0
,,,,2011-08-01,Fall,10.0,188.0
,,,,2011-08-02,Fall,10.0,188.0
,,,,2011-08-03,Fall,10.0,188.0
,,,,2011-08-04,Fall,10.0,188.0
,,,,2011-08-05,Fall,10.0,188.0
,,,,2011-08-06,Fall,10.0,188.0
,,,,2011-08-07,Fall,10.0,188.0
,,,,2011-08-08,Fall,10.0,188.0
,,,,2011-08-09,Fall,10.0,188.0
,,,,2011-08-10,Fall,10.0,188.0
,,,,2011-08-11,Fall,10.0,188.0
,,,,2011-08-12,Fall,10.0,188.0
,,,,2011-08-13,Fall,10.0,188.0
,,,,2011-08-14,Fall,10.0,188.0
,,,,2011-08-15,Fall,10.0,188.0
,,,,2011-08-16,Fall,10.0,188.0
,,,,2011-08-17,Fall,10.0,188.0
,,,,2011-08-18,Fall,10.0,188.0
,,,,2011-08-19,Fall,10.0,188.0
,,,,2011-08-20,Fall,10.0,188.0
,,,,2011-08-21,Fall,10.0,188.0
,,,,2011-08-22,Fall,10.0,188.0
,,,,2011-08-23,Fall,10.0,188.0
,,,,2011-08-24,Fall,10.0,188.0
,,,,2011-08-25,Fall,10.0,188.0
,,,,2011-08-26,Fall,10.0,188.0
,,,,2011-08-27,Fall,10.0,188.0
,,,,2011-08-28,Fall,10.0,188.0
,,,,2011-08-29,Fall,10.0,188.0
,,,,2011-08-30,Fall,10.0,188.0
,,,,2011-08-31,Fall,10.0,188.0
,,,,2011-09-01,Fall,10.0,188.0
,,,,2011-09-02,Fall,10.0,188.0
,,,,2011-09-03,Fall,10.0,188.0
,,,,2011-09-04,Fall,10.0,188.0
,,,,2011-09-05,Fall,10.0,188.0
,,,,2011-09-06,Fall,10.0,188.0
,,,,2011-09-07,Fall,10.0,188.0
,,,,2011-09-08,Fall,10.0,188.0
,,,,2011-09-09,Fall,10.0,188.0
,,,,2011-09-10,Fall,10.0,188.0
,,,,2011-09-11,Fall,10.0,188.0
,,,,2011-09-12,Fall,10.0,188.0
,,,,2011-09-13,Fall,10.0,188.0
,,,,2011-09-14,Fall,10.0,188.0
,,,,2011-09-15,Fall,10.0,188.0
,,,,2011-09-16,Fall,10.0,188.0
,,,,2011-09-17,Fall,10.0,188.0
,,,,2011-09-18,Fall,10.0,188.0
,,,,2011-09-19,Fall,10.0,188.0
,,,,2011-09-20,Fall,10.0,188.0
,,,,2011-09-21,Fall,10.0,188.0
,,,,2011-09-22,Fall,10.0,188.0
,,,,2012-06-21,Fall,10.0,188.0
,,,,2012-06-22,Fall,10.0,188.0
,,,,2012-06-23,Fall,10.0,188.0
,,,,2012-06-24,Fall,10.0,188.0
,,,,2012-06-25,Fall,10.0,188.0
,,,,2012-06-26,Fall,10.0,188.0
,,,,2012-06-27,Fall,10.0,188.0
,,,,2012-06-28,Fall,10.0,188.0
,,,,2012-06-29,Fall,10.0,188.0
,,,,2012-06-30,Fall,10.0,188.0
,,,,2012-07-01,Fall,10.0,188.0
,,,,2012-07-02,Fall,10.0,188.0
,,,,2012-07-03,Fall,10.0,188.0
,,,,2012-07-04,Fall,10.0,188.0
,,,,2012-07-05,Fall,10.0,188.0
,,,,2012-07-06,Fall,10.0,188.0
,,,,2012-07-07,Fall,10.0,188.0
,,,,2012-07-08,Fall,10.0,188.0
,,,,2012-07-09,Fall,10.0,188.0
,,,,2012-07-10,Fall,10.0,188.0
,,,,2012-07-11,Fall,10.0,188.0
,,,,2012-07-12,Fall,10.0,188.0
,,,,2012-07-13,Fall,10.0,188.0
,,,,2012-07-14,Fall,10.0,188.0
,,,,2012-07-15,Fall,10.0,188.0
,,,,2012-07-16,Fall,10.0,188.0
,,,,2012-07-17,Fall,10.0,188.0
,,,,2012-07-18,Fall,10.0,188.0
,,,,2012-07-19,Fall,10.0,188.0
,,,,2012-07-20,Fall,10.0,188.0
,,,,2012-07-21,Fall,10.0,188.0
,,,,2012-07-22,Fall,10.0,188.0
,,,,2012-07-23,Fall,10.0,188.0
,,,,2012-07-24,Fall,10.0,188.0
,,,,2012-07-25,Fall,10.0,188.0
,,,,2012-07-26,Fall,10.0,188.0
,,,,2012-07-27,Fall,10.0,188.0
,,,,2012-07-28,Fall,10.0,188.0
,,,,2012-07-29,Fall,10.0,188.0
,,,,2012-07-30,Fall,10.0,188.0
,,,,2012-07-31,Fall,10.0,188.0
,,,,2012-08-01,Fall,10.0,188.0
,,,,2012-08-02,Fall,10.0,188.0
,,,,2012-08-03,Fall,10.0,188.0
,,,,2012-08-04,Fall,10.0,188.0
,,,,2012-08-05,Fall,10.0,188.0
,,,,2012-08-06,Fall,10.0,188.0
,,,,2012-08-07,Fall,10.0,188.0
,,,,2012-08-08,Fall,10.0,188.0
,,,,2012-08-09,Fall,10.0,188.0
,,,,2012-08-10,Fall,10.0,188.0
,,,,2012-08-11,Fall,10.0,188.0
,,,,2012-08-12,Fall,10.0,188.0
,,,,2012-08-13,Fall,10.0,188.0
,,,,2012-08-14,Fall,10.0,188.0
,,,,2012-08-15,Fall,10.0,188.0
,,,,2012-08-16,Fall,10.0,188.0
,,,,2012-08-17,Fall,10.0,188.0
,,,,2012-08-18,Fall,10.0,188.0
,,,,2012-08-19,Fall,10.0,188.0
,,,,2012-08-20,Fall,10.0,188.0
,,,,2012-08-21,Fall,10.0,188.0
,,,,2012-08-22,Fall,10.0,188.0
,,,,2012-08-23,Fall,10.0,188.0
,,,,2012-08-24,Fall,10.0,188.0
,,,,2012-08-25,Fall,10.0,188.0
,,,,2012-08-26,Fall,10.0,188.0
,,,,2012-08-27,Fall,10.0,188.0
,,,,2012-08-28,Fall,10.0,188.0
,,,,2012-08-29,Fall,10.0,188.0
,,,,2012-08-30,Fall,10.0,188.0
,,,,2012-08-31,Fall,10.0,188.0
,,,,2012-09-01,Fall,10.0,188.0
,,,,2012-09-02,Fall,10.0,188.0
,,,,2012-09-03,Fall,10.0,188.0
,,,,2012-09-04,Fall,10.0,188.0
,,,,2012-09-05,Fall,10.0,188.0
,,,,2012-09-06,Fall,10.0,188.0
,,,,2012-09-07,Fall,10.0,188.0
,,,,2012-09-08,Fall,10.0,188.0
,,,,2012-09-09,Fall,10.0,188.0
,,,,2012-09-10,Fall,10.0,188.0
,,,,2012-09-11,Fall,10.0,188.0
,,,,2012-09-12,Fall,10.0,188.0
,,,,2012-09-13,Fall,10.0,188.0
,,,,2012-09-14,Fall,10.0,188.0
,,,,2012-09-15,Fall,10.0,188.0
,,,,2012-09-16,Fall,10.0,188.0
,,,,2012-09-17,Fall,10.0,188.0
,,,,2012-09-18,Fall,10.0,188.0
,,,,2012-09-19,Fall,10.0,188.0
,,,,2012-09-20,Fall,10.0,188.0
,,,,2012-09-21,Fall,10.0,188.0
,,,,2012-09-22,Fall,10.0,188.0
,,,,2011-06-21,Fall,11.0,188.0
,,,,2011-06-22,Fall,11.0,188.0
,,,,2011-06-23,Fall,11.0,188.0
,,,,2011-06-24,Fall,11.0,188.0
,,,,2011-06-25,Fall,11.0,188.0
,,,,2011-06-26,Fall,11.0,188.0
,,,,2011-06-27,Fall,11.0,188.0
,,,,2011-06-28,Fall,11.0,188.0
,,,,2011-06-29,Fall,11.0,188.0
,,,,2011-06-30,Fall,11.0,188.0
,,,,2011-07-01,Fall,11.0,188.0
,,,,2011-07-02,Fall,11.0,188.0
,,,,2011-07-03,Fall,11.0,188.0
,,,,2011-07-04,Fall,11.0,188.0
,,,,2011-07-05,Fall,11.0,188.0
,,,,2011-07-06,Fall,11.0,188.0
,,,,2011-07-07,Fall,11.0,188.0
,,,,2011-07-08,Fall,11.0,188.0
,,,,2011-07-09,Fall,11.0,188.0
,,,,2011-07-10,Fall,11.0,188.0
,,,,2011-07-11,Fall,11.0,188.0
,,,,2011-07-12,Fall,11.0,188.0
,,,,2011-07-13,Fall,11.0,188.0
,,,,2011-07-14,Fall,11.0,188.0
,,,,2011-07-15,Fall,11.0,188.0
,,,,2011-07-16,Fall,11.0,188.0
,,,,2011-07-17,Fall,11.0,188.0
,,,,2011-07-18,Fall,11.0,188.0
,,,,2011-07-19,Fall,11.0,188.0
,,,,2011-07-20,Fall,11.0,188.0
,,,,2011-07-21,Fall,11.0,188.0
,,,,2011-07-22,Fall,11.0,188.0
,,,,2011-07-23,Fall,11.0,188.0
,,,,2011-07-24,Fall,11.0,188.0
,,,,2011-07-25,Fall,11.0,188.0
,,,,2011-07-26,Fall,11.0,188.0
,,,,2011-07-27,Fall,11.0,188.0
,,,,2011-07-28,Fall,11.0,188.0
,,,,2011-07-29,Fall,11.0,188.0
,,,,2011-07-30,Fall,11.0,188.0
,,,,2011-07-31,Fall,11.0,188.0
,,,,2011-08-01,Fall,11.0,188.0
,,,,2011-08-02,Fall,11.0,188.0
,,,,2011-08-03,Fall,11.0,188.0
,,,,2011-08-04,Fall,11.0,188.0
,,,,2011-08-05,Fall,11.0,188.0
,,,,2011-08-06,Fall,11.0,188.0
,,,,2011-08-07,Fall,11.0,188.0
,,,,2011-08-08,Fall,11.0,188.0
,,,,2011-08-09,Fall,11.0,188.0
,,,,2011-08-10,Fall,11.0,188.0
,,,,2011-08-11,Fall,11.0,188.0
,,,,2011-08-12,Fall,11.0,188.0
,,,,2011-08-13,Fall,11.0,188.0
,,,,2011-08-14,Fall,11.0,188.0
,,,,2011-08-15,Fall,11.0,188.0
,,,,2011-08-16,Fall,11.0,188.0
,,,,2011-08-17,Fall,11.0,188.0
,,,,2011-08-18,Fall,11.0,188.0
,,,,2011-08-19,Fall,11.0,188.0
,,,,2011-08-20,Fall,11.0,188.0
,,,,2011-08-21,Fall,11.0,188.0
,,,,2011-08-22,Fall,11.0,188.0
,,,,2011-08-23,Fall,11.0,188.0
,,,,2011-08-24,Fall,11.0,188.0
,,,,2011-08-25,Fall,11.0,188.0
,,,,2011-08-26,Fall,11.0,188.0
,,,,2011-08-27,Fall,11.0,188.0
,,,,2011-08-28,Fall,11.0,188.0
,,,,2011-08-29,Fall,11.0,188.0
,,,,2011-08-30,Fall,11.0,188.0
,,,,2011-08-31,Fall,11.0,188.0
,,,,2011-09-01,Fall,11.0,188.0
,,,,2011-09-02,Fall,11.0,188.0
,,,,2011-09-03,Fall,11.0,188.0
,,,,2011-09-04,Fall,11.0,188.0
,,,,2011-09-05,Fall,11.0,188.0
,,,,2011-09-06,Fall,11.0,188.0
,,,,2011-09-07,Fall,11.0,188.0
,,,,2011-09-08,Fall,11.0,188.0
,,,,2011-09-09,Fall,11.0,188.0
,,,,2011-09-10,Fall,11.0,188.0
,,,,2011-09-11,Fall,11.0,188.0
,,,,2011-09-12,Fall,11.0,188.0
,,,,2011-09-13,Fall,11.0,188.0
,,,,2011-09-14,Fall,11.0,188.0
,,,,2011-09-15,Fall,11.0,188.0
,,,,2011-09-16,Fall,11.0,188.0
,,,,2011-09-17,Fall,11.0,188.0
,,,,2011-09-18,Fall,11.0,188.0
,,,,2011-09-19,Fall,11.0,188.0
,,,,2011-09-20,Fall,11.0,188.0
,,,,2011-09-21,Fall,11.0,188.0
,,,,2011-09-22,Fall,11.0,188.0
,,,,2012-06-21,Fall,11.0,188.0
,,,,2012-06-22,Fall,11.0,188.0
,,,,2012-06-23,Fall,11.0,188.0
,,,,2012-06-24,Fall,11.0,188.0
,,,,2012-06-25,Fall,11.0,188.0
,,,,2012-06-26,Fall,11.0,188.0
,,,,2012-06-27,Fall,11.0,188.0
,,,,2012-06-28,Fall,11.0,188.0
,,,,2012-06-29,Fall,11.0,188.0
,,,,2012-06-30,Fall,11.0,188.0
,,,,2012-07-01,Fall,11.0,188.0
,,,,2012-07-02,Fall,11.0,188.0
,,,,2012-07-03,Fall,11.0,188.0
,,,,2012-07-04,Fall,11.0,188.0
,,,,2012-07-05,Fall,11.0,188.0
,,,,2012-07-06,Fall,11.0,188.0
,,,,2012-07-07,Fall,11.0,188.0
,,,,2012-07-08,Fall,11.0,188.0
,,,,2012-07-09,Fall,11.0,188.0
,,,,2012-07-10,Fall,11.0,188.0
,,,,2012-07-11,Fall,11.0,188.0
,,,,2012-07-12,Fall,11.0,188.0
,,,,2012-07-13,Fall,11.0,188.0
,,,,2012-07-14,Fall,11.0,188.0
,,,,2012-07-15,Fall,11.0,188.0
,,,,2012-07-16,Fall,11.0,188.0
,,,,2012-07-17,Fall,11.0,188.0
,,,,2012-07-18,Fall,11.0,188.0
,,,,2012-07-19,Fall,11.0,188.0
,,,,2012-07-20,Fall,11.0,188.0
,,,,2012-07-21,Fall,11.0,188.0
,,,,2012-07-22,Fall,11.0,188.0
,,,,2012-07-23,Fall,11.0,188.0
,,,,2012-07-24,Fall,11.0,188.0
,,,,2012-07-25,Fall,11.0,188.0
,,,,2012-07-26,Fall,11.0,188.0
,,,,2012-07-27,Fall,11.0,188.0
,,,,2012-07-28,Fall,11.0,188.0
,,,,2012-07-29,Fall,11.0,188.0
,,,,2012-07-30,Fall,11.0,188.0
,,,,2012-07-31,Fall,11.0,188.0
,,,,2012-08-01,Fall,11.0,188.0
,,,,2012-08-02,Fall,11.0,188.0
,,,,2012-08-03,Fall,11.0,188.0
,,,,2012-08-04,Fall,11.0,188.0
,,,,2012-08-05,Fall,11.0,188.0
,,,,2012-08-06,Fall,11.0,188.0
,,,,2012-08-07,Fall,11.0,188.0
,,,,2012-08-08,Fall,11.0,188.0
,,,,2012-08-09,Fall,11.0,188.0
,,,,2012-08-10,Fall,11.0,188.0
,,,,2012-08-11,Fall,11.0,188.0
,,,,2012-08-12,Fall,11.0,188.0
,,,,2012-08-13,Fall,11.0,188.0
,,,,2012-08-14,Fall,11.0,188.0
,,,,2012-08-15,Fall,11.0,188.0
,,,,2012-08-16,Fall,11.0,188.0
,,,,2012-08-17,Fall,11.0,188.0
,,,,2012-08-18,Fall,11.0,188.0
,,,,2012-08-19,Fall,11.0,188.0
,,,,2012-08-20,Fall,11.0,188.0
,,,,2012-08-21,Fall,11.0,188.0
,,,,2012-08-22,Fall,11.0,188.0
,,,,2012-08-23,Fall,11.0,188.0
,,,,2012-08-24,Fall,11.0,188.0
,,,,2012-08-25,Fall,11.0,188.0
,,,,2012-08-26,Fall,11.0,188.0
,,,,2012-08-27,Fall,11.0,188.0
,,,,2012-08-28,Fall,11.0,188.0
,,,,2012-08-29,Fall,11.0,188.0
,,,,2012-08-30,Fall,11.0,188.0
,,,,2012-08-31,Fall,11.0,188.0
,,,,2012-09-01,Fall,11.0,188.0
,,,,2012-09-02,Fall,11.0,188.0
,,,,2012-09-03,Fall,11.0,188.0
,,,,2012-09-04,Fall,11.0,188.0
,,,,2012-09-05,Fall,11.0,188.0
,,,,2012-09-06,Fall,11.0,188.0
,,,,2012-09-07,Fall,11.0,188.0
,,,,2012-09-08,Fall,11.0,188.0
,,,,2012-09-09,Fall,11.0,188.0
,,,,2012-09-10,Fall,11.0,188.0
,,,,2012-09-11,Fall,11.0,188.0
,,,,2012-09-12,Fall,11.0,188.0
,,,,2012-09-13,Fall,11.0,188.0
,,,,2012-09-14,Fall,11.0,188.0
,,,,2012-09-15,Fall,11.0,188.0
,,,,2012-09-16,Fall,11.0,188.0
,,,,2012-09-17,Fall,11.0,188.0
,,,,2012-09-18,Fall,11.0,188.0
,,,,2012-09-19,Fall,11.0,188.0
,,,,2012-09-20,Fall,11.0,188.0
,,,,2012-09-21,Fall,11.0,188.0
,,,,2012-09-22,Fall,11.0,188.0
,,,,2011-06-21,Fall,12.0,188.0
,,,,2011-06-22,Fall,12.0,188.0
,,,,2011-06-23,Fall,12.0,188.0
,,,,2011-06-24,Fall,12.0,188.0
,,,,2011-06-25,Fall,12.0,188.0
,,,,2011-06-26,Fall,12.0,188.0
,,,,2011-06-27,Fall,12.0,188.0
,,,,2011-06-28,Fall,12.0,188.0
,,,,2011-06-29,Fall,12.0,188.0
,,,,2011-06-30,Fall,12.0,188.0
,,,,2011-07-01,Fall,12.0,188.0
,,,,2011-07-02,Fall,12.0,188.0
,,,,2011-07-03,Fall,12.0,188.0
,,,,2011-07-04,Fall,12.0,188.0
,,,,2011-07-05,Fall,12.0,188.0
,,,,2011-07-06,Fall,12.0,188.0
,,,,2011-07-07,Fall,12.0,188.0
,,,,2011-07-08,Fall,12.0,188.0
,,,,2011-07-09,Fall,12.0,188.0
,,,,2011-07-10,Fall,12.0,188.0
,,,,2011-07-11,Fall,12.0,188.0
,,,,2011-07-12,Fall,12.0,188.0
,,,,2011-07-13,Fall,12.0,188.0
,,,,2011-07-14,Fall,12.0,188.0
,,,,2011-07-15,Fall,12.0,188.0
,,,,2011-07-16,Fall,12.0,188.0
,,,,2011-07-17,Fall,12.0,188.0
,,,,2011-07-18,Fall,12.0,188.0
,,,,2011-07-19,Fall,12.0,188.0
,,,,2011-07-20,Fall,12.0,188.0
,,,,2011-07-21,Fall,12.0,188.0
,,,,2011-07-22,Fall,12.0,188.0
,,,,2011-07-23,Fall,12.0,188.0
,,,,2011-07-24,Fall,12.0,188.0
,,,,2011-07-25,Fall,12.0,188.0
,,,,2011-07-26,Fall,12.0,188.0
,,,,2011-07-27,Fall,12.0,188.0
,,,,2011-07-28,Fall,12.0,188.0
,,,,2011-07-29,Fall,12.0,188.0
,,,,2011-07-30,Fall,12.0,188.0
,,,,2011-07-31,Fall,12.0,188.0
,,,,2011-08-01,Fall,12.0,188.0
,,,,2011-08-02,Fall,12.0,188.0
,,,,2011-08-03,Fall,12.0,188.0
,,,,2011-08-04,Fall,12.0,188.0
,,,,2011-08-05,Fall,12.0,188.0
,,,,2011-08-06,Fall,12.0,188.0
,,,,2011-08-07,Fall,12.0,188.0
,,,,2011-08-08,Fall,12.0,188.0
,,,,2011-08-09,Fall,12.0,188.0
,,,,2011-08-10,Fall,12.0,188.0
,,,,2011-08-11,Fall,12.0,188.0
,,,,2011-08-12,Fall,12.0,188.0
,,,,2011-08-13,Fall,12.0,188.0
,,,,2011-08-14,Fall,12.0,188.0
,,,,2011-08-15,Fall,12.0,188.0
,,,,2011-08-16,Fall,12.0,188.0
,,,,2011-08-17,Fall,12.0,188.0
,,,,2011-08-18,Fall,12.0,188.0
,,,,2011-08-19,Fall,12.0,188.0
,,,,2011-08-20,Fall,12.0,188.0
,,,,2011-08-21,Fall,12.0,188.0
,,,,2011-08-22,Fall,12.0,188.0
,,,,2011-08-23,Fall,12.0,188.0
,,,,2011-08-24,Fall,12.0,188.0
,,,,2011-08-25,Fall,12.0,188.0
,,,,2011-08-26,Fall,12.0,188.0
,,,,2011-08-27,Fall,12.0,188.0
,,,,2011-08-28,Fall,12.0,188.0
,,,,2011-08-29,Fall,12.0,188.0
,,,,2011-08-30,Fall,12.0,188.0
,,,,2011-08-31,Fall,12.0,188.0
,,,,2011-09-01,Fall,12.0,188.0
,,,,2011-09-02,Fall,12.0,188.0
,,,,2011-09-03,Fall,12.0,188.0
,,,,2011-09-04,Fall,12.0,188.0
,,,,2011-09-05,Fall,12.0,188.0
,,,,2011-09-06,Fall,12.0,188.0
,,,,2011-09-07,Fall,12.0,188.0
,,,,2011-09-08,Fall,12.0,188.0
,,,,2011-09-09,Fall,12.0,188.0
,,,,2011-09-10,Fall,12.0,188.0
,,,,2011-09-11,Fall,12.0,188.0
,,,,2011-09-12,Fall,12.0,188.0
,,,,2011-09-13,Fall,12.0,188.0
,,,,2011-09-14,Fall,12.0,188.0
,,,,2011-09-15,Fall,12.0,188.0
,,,,2011-09-16,Fall,12.0,188.0
,,,,2011-09-17,Fall,12.0,188.0
,,,,2011-09-18,Fall,12.0,188.0
,,,,2011-09-19,Fall,12.0,188.0
,,,,2011-09-20,Fall,12.0,188.0
,,,,2011-09-21,Fall,12.0,188.0
,,,,2011-09-22,Fall,12.0,188.0
,,,,2012-06-21,Fall,12.0,188.0
,,,,2012-06-22,Fall,12.0,188.0
,,,,2012-06-23,Fall,12.0,188.0
,,,,2012-06-24,Fall,12.0,188.0
,,,,2012-06-25,Fall,12.0,188.0
,,,,2012-06-26,Fall,12.0,188.0
,,,,2012-06-27,Fall,12.0,188.0
,,,,2012-06-28,Fall,12.0,188.0
,,,,2012-06-29,Fall,12.0,188.0
,,,,2012-06-30,Fall,12.0,188.0
,,,,2012-07-01,Fall,12.0,188.0
,,,,2012-07-02,Fall,12.0,188.0
,,,,2012-07-03,Fall,12.0,188.0
,,,,2012-07-04,Fall,12.0,188.0
,,,,2012-07-05,Fall,12.0,188.0
,,,,2012-07-06,Fall,12.0,188.0
,,,,2012-07-07,Fall,12.0,188.0
,,,,2012-07-08,Fall,12.0,188.0
,,,,2012-07-09,Fall,12.0,188.0
,,,,2012-07-10,Fall,12.0,188.0
,,,,2012-07-11,Fall,12.0,188.0
,,,,2012-07-12,Fall,12.0,188.0
,,,,2012-07-13,Fall,12.0,188.0
,,,,2012-07-14,Fall,12.0,188.0
,,,,2012-07-15,Fall,12.0,188.0
,,,,2012-07-16,Fall,12.0,188.0
,,,,2012-07-17,Fall,12.0,188.0
,,,,2012-07-18,Fall,12.0,188.0
,,,,2012-07-19,Fall,12.0,188.0
,,,,2012-07-20,Fall,12.0,188.0
,,,,2012-07-21,Fall,12.0,188.0
,,,,2012-07-22,Fall,12.0,188.0
,,,,2012-07-23,Fall,12.0,188.0
,,,,2012-07-24,Fall,12.0,188.0
,,,,2012-07-25,Fall,12.0,188.0
,,,,2012-07-26,Fall,12.0,188.0
,,,,2012-07-27,Fall,12.0,188.0
,,,,2012-07-28,Fall,12.0,188.0
,,,,2012-07-29,Fall,12.0,188.0
,,,,2012-07-30,Fall,12.0,188.0
,,,,2012-07-31,Fall,12.0,188.0
,,,,2012-08-01,Fall,12.0,188.0
,,,,2012-08-02,Fall,12.0,188.0
,,,,2012-08-03,Fall,12.0,188.0
,,,,2012-08-04,Fall,12.0,188.0
,,,,2012-08-05,Fall,12.0,188.0
,,,,2012-08-06,Fall,12.0,188.0
,,,,2012-08-07,Fall,12.0,188.0
,,,,2012-08-08,Fall,12.0,188.0
,,,,2012-08-09,Fall,12.0,188.0
,,,,2012-08-10,Fall,12.0,188.0
,,,,2012-08-11,Fall,12.0,188.0
,,,,2012-08-12,Fall,12.0,188.0
,,,,2012-08-13,Fall,12.0,188.0
,,,,2012-08-14,Fall,12.0,188.0
,,,,2012-08-15,Fall,12.0,188.0
,,,,2012-08-16,Fall,12.0,188.0
,,,,2012-08-17,Fall,12.0,188.0
,,,,2012-08-18,Fall,12.0,188.0
,,,,2012-08-19,Fall,12.0,188.0
,,,,2012-08-20,Fall,12.0,188.0
,,,,2012-08-21,Fall,12.0,188.0
,,,,2012-08-22,Fall,12.0,188.0
,,,,2012-08-23,Fall,12.0,188.0
,,,,2012-08-24,Fall,12.0,188.0
,,,,2012-08-25,Fall,12.0,188.0
,,,,2012-08-26,Fall,12.0,188.0
,,,,2012-08-27,Fall,12.0,188.0
,,,,2012-08-28,Fall,12.0,188.0
,,,,2012-08-29,Fall,12.0,188.0
,,,,2012-08-30,Fall,12.0,188.0
,,,,2012-08-31,Fall,12.0,188.0
,,,,2012-09-01,Fall,12.0,188.0
,,,,2012-09-02,Fall,12.0,188.0
,,,,2012-09-03,Fall,12.0,188.0
,,,,2012-09-04,Fall,12.0,188.0
,,,,2012-09-05,Fall,12.0,188.0
,,,,2012-09-06,Fall,12.0,188.0
,,,,2012-09-07,Fall,12.0,188.0
,,,,2012-09-08,Fall,12.0,188.0
,,,,2012-09-09,Fall,12.0,188.0
,,,,2012-09-10,Fall,12.0,188.0
,,,,2012-09-11,Fall,12.0,188.0
,,,,2012-09-12,Fall,12.0,188.0
,,,,2012-09-13,Fall,12.0,188.0
,,,,2012-09-14,Fall,12.0,188.0
,,,,2012-09-15,Fall,12.0,188.0
,,,,2012-09-16,Fall,12.0,188.0
,,,,2012-09-17,Fall,12.0,188.0
,,,,2012-09-18,Fall,12.0,188.0
,,,,2012-09-19,Fall,12.0,188.0
,,,,2012-09-20,Fall,12.0,188.0
,,,,2012-09-21,Fall,12.0,188.0
,,,,2012-09-22,Fall,12.0,188.0
,,,,2011-06-21,Fall,13.0,188.0
,,,,2011-06-22,Fall,13.0,188.0
,,,,2011-06-23,Fall,13.0,188.0
,,,,2011-06-24,Fall,13.0,188.0
,,,,2011-06-25,Fall,13.0,188.0
,,,,2011-06-26,Fall,13.0,188.0
,,,,2011-06-27,Fall,13.0,188.0
,,,,2011-06-28,Fall,13.0,188.0
,,,,2011-06-29,Fall,13.0,188.0
,,,,2011-06-30,Fall,13.0,188.0
,,,,2011-07-01,Fall,13.0,188.0
,,,,2011-07-02,Fall,13.0,188.0
,,,,2011-07-03,Fall,13.0,188.0
,,,,2011-07-04,Fall,13.0,188.0
,,,,2011-07-05,Fall,13.0,188.0
,,,,2011-07-06,Fall,13.0,188.0
,,,,2011-07-07,Fall,13.0,188.0
,,,,2011-07-08,Fall,13.0,188.0
,,,,2011-07-09,Fall,13.0,188.0
,,,,2011-07-10,Fall,13.0,188.0
,,,,2011-07-11,Fall,13.0,188.0
,,,,2011-07-12,Fall,13.0,188.0
,,,,2011-07-13,Fall,13.0,188.0
,,,,2011-07-14,Fall,13.0,188.0
,,,,2011-07-15,Fall,13.0,188.0
,,,,2011-07-16,Fall,13.0,188.0
,,,,2011-07-17,Fall,13.0,188.0
,,,,2011-07-18,Fall,13.0,188.0
,,,,2011-07-19,Fall,13.0,188.0
,,,,2011-07-20,Fall,13.0,188.0
,,,,2011-07-21,Fall,13.0,188.0
,,,,2011-07-22,Fall,13.0,188.0
,,,,2011-07-23,Fall,13.0,188.0
,,,,2011-07-24,Fall,13.0,188.0
,,,,2011-07-25,Fall,13.0,188.0
,,,,2011-07-26,Fall,13.0,188.0
,,,,2011-07-27,Fall,13.0,188.0
,,,,2011-07-28,Fall,13.0,188.0
,,,,2011-07-29,Fall,13.0,188.0
,,,,2011-07-30,Fall,13.0,188.0
,,,,2011-07-31,Fall,13.0,188.0
,,,,2011-08-01,Fall,13.0,188.0
,,,,2011-08-02,Fall,13.0,188.0
,,,,2011-08-03,Fall,13.0,188.0
,,,,2011-08-04,Fall,13.0,188.0
,,,,2011-08-05,Fall,13.0,188.0
,,,,2011-08-06,Fall,13.0,188.0
,,,,2011-08-07,Fall,13.0,188.0
,,,,2011-08-08,Fall,13.0,188.0
,,,,2011-08-09,Fall,13.0,188.0
,,,,2011-08-10,Fall,13.0,188.0
,,,,2011-08-11,Fall,13.0,188.0
,,,,2011-08-12,Fall,13.0,188.0
,,,,2011-08-13,Fall,13.0,188.0
,,,,2011-08-14,Fall,13.0,188.0
,,,,2011-08-15,Fall,13.0,188.0
,,,,2011-08-16,Fall,13.0,188.0
,,,,2011-08-17,Fall,13.0,188.0
,,,,2011-08-18,Fall,13.0,188.0
,,,,2011-08-19,Fall,13.0,188.0
,,,,2011-08-20,Fall,13.0,188.0
,,,,2011-08-21,Fall,13.0,188.0
,,,,2011-08-22,Fall,13.0,188.0
,,,,2011-08-23,Fall,13.0,188.0
